target_sex,target_age,trial,rate,dem_sex,dem_age,auroc,tpr,fnr,tnr,fpr,ppv,npv,fomr,tn,fp,fn,tp
F,,0,0.75,,40-60,0.8138172448732506,0.7064017660044151,0.293598233995585,0.7859424920127795,0.21405750798722045,0.44321329639889195,0.9173399627097576,0.08266003729024239,1476,402,133,320
F,,0,0.75,,60-80,0.7699010259315207,0.69140625,0.30859375,0.7452165156092648,0.25478348439073517,0.4116279069767442,0.9035409035409036,0.09645909645909646,740,253,79,177
F,,0,0.75,,80+,0.8640350877192983,0.75,0.25,0.7368421052631579,0.2631578947368421,0.47368421052631576,0.9032258064516129,0.0967741935483871,28,10,3,9
F,,0,0.75,M,0-20,0.8712357217030114,0.897196261682243,0.102803738317757,0.6900584795321637,0.30994152046783624,0.6442953020134228,0.9147286821705426,0.08527131782945736,118,53,11,96
F,,0,0.75,M,20-40,0.8414217715231789,0.79296875,0.20703125,0.7466887417218543,0.2533112582781457,0.5702247191011236,0.8948412698412699,0.10515873015873016,451,153,53,203
F,,0,0.75,M,40-60,0.8313803029862464,0.7785467128027682,0.22145328719723184,0.734827264239029,0.26517273576097106,0.44204322200392926,0.9247943595769683,0.07520564042303172,787,284,64,225
F,,0,0.75,M,60-80,0.7696841165308628,0.7225806451612903,0.27741935483870966,0.7076124567474048,0.29238754325259514,0.398576512455516,0.9048672566371682,0.09513274336283185,409,169,43,112
F,,0,0.75,M,80+,0.47058823529411764,0.0,1.0,0.6470588235294118,0.35294117647058826,0.0,0.9166666666666666,0.08333333333333333,11,6,1,0
F,,0,0.75,F,0-20,0.8231073725878278,0.8604651162790697,0.13953488372093023,0.7127659574468085,0.2872340425531915,0.578125,0.9178082191780822,0.0821917808219178,67,27,6,37
F,,0,0.75,F,20-40,0.8035779602966117,0.5901639344262295,0.4098360655737705,0.8397565922920892,0.16024340770791076,0.4768211920529801,0.8922413793103449,0.10775862068965517,414,79,50,72
F,,0,0.75,F,40-60,0.7851270891891076,0.5792682926829268,0.42073170731707316,0.8537794299876085,0.14622057001239158,0.4460093896713615,0.9089709762532981,0.09102902374670185,689,118,69,95
F,,0,0.75,F,60-80,0.7709173326971251,0.6435643564356436,0.3564356435643564,0.7975903614457831,0.20240963855421687,0.436241610738255,0.9019073569482289,0.09809264305177112,331,84,36,65
F,,0,0.75,F,80+,0.9393939393939394,0.8181818181818182,0.18181818181818182,0.8095238095238095,0.19047619047619047,0.6923076923076923,0.8947368421052632,0.10526315789473684,17,4,2,9
F,,0,1.0,,,0.7769276062385848,0.6845476381104884,0.3154523618895116,0.7571997190353548,0.2428002809646453,0.45190274841437633,0.8914002205071665,0.10859977949283352,3234,1037,394,855
F,,0,1.0,M,,0.830957122750374,0.8564356435643564,0.14356435643564355,0.631298648095043,0.368701351904957,0.43467336683417085,0.9299939649969825,0.0700060350030175,1541,900,116,692
F,,0,1.0,F,,0.7711175544899198,0.36961451247165533,0.6303854875283447,0.9251366120218579,0.07486338797814207,0.5433333333333333,0.8589548452562151,0.14104515474378487,1693,137,278,163
F,,0,1.0,,0-20,0.8268427672955976,0.8333333333333334,0.16666666666666666,0.6943396226415094,0.30566037735849055,0.6067961165048543,0.8803827751196173,0.11961722488038277,184,81,25,125
F,,0,1.0,,20-40,0.810293103365118,0.708994708994709,0.291005291005291,0.7629899726526892,0.23701002734731086,0.5075757575757576,0.883843717001056,0.11615628299894404,837,260,110,268
F,,0,1.0,,40-60,0.7462226735971526,0.6379690949227373,0.3620309050772627,0.7635782747603834,0.2364217252396166,0.3942701227830832,0.8973717146433041,0.10262828535669587,1434,444,164,289
F,,0,1.0,,60-80,0.7472896210976838,0.640625,0.359375,0.7542799597180262,0.2457200402819738,0.4019607843137255,0.8906064209274673,0.10939357907253269,749,244,92,164
F,,0,1.0,,80+,0.7850877192982456,0.75,0.25,0.7894736842105263,0.21052631578947367,0.5294117647058824,0.9090909090909091,0.09090909090909091,30,8,3,9
F,,0,1.0,M,0-20,0.8191506804394163,0.8878504672897196,0.11214953271028037,0.6257309941520468,0.3742690058479532,0.5974842767295597,0.8991596638655462,0.10084033613445378,107,64,12,95
F,,0,1.0,M,20-40,0.8501202918046357,0.85546875,0.14453125,0.6324503311258278,0.3675496688741722,0.4965986394557823,0.9116945107398569,0.0883054892601432,382,222,37,219
F,,0,1.0,M,40-60,0.8352411322083619,0.8650519031141869,0.13494809688581316,0.6339869281045751,0.3660130718954248,0.3894080996884735,0.9456824512534819,0.054317548746518104,679,392,39,250
F,,0,1.0,M,60-80,0.8033262640919745,0.8258064516129032,0.17419354838709677,0.6262975778546713,0.3737024221453287,0.37209302325581395,0.9305912596401028,0.06940874035989718,362,216,27,128
F,,0,1.0,M,80+,0.23529411764705888,0.0,1.0,0.6470588235294118,0.35294117647058826,0.0,0.9166666666666666,0.08333333333333333,11,6,1,0
F,,0,1.0,F,0-20,0.851063829787234,0.6976744186046512,0.3023255813953488,0.8191489361702128,0.18085106382978725,0.6382978723404256,0.8555555555555555,0.14444444444444443,77,17,13,30
F,,0,1.0,F,20-40,0.7966780833305622,0.4016393442622951,0.5983606557377049,0.922920892494929,0.07707910750507099,0.5632183908045977,0.8617424242424242,0.13825757575757575,455,38,73,49
F,,0,1.0,F,40-60,0.7289796596850727,0.23780487804878048,0.7621951219512195,0.9355638166047088,0.0644361833952912,0.42857142857142855,0.8579545454545454,0.14204545454545456,755,52,125,39
F,,0,1.0,F,60-80,0.7606107598711679,0.3564356435643564,0.6435643564356436,0.9325301204819277,0.06746987951807229,0.5625,0.8561946902654868,0.14380530973451328,387,28,65,36
F,,0,1.0,F,80+,0.8744588744588745,0.8181818181818182,0.18181818181818182,0.9047619047619048,0.09523809523809523,0.8181818181818182,0.9047619047619048,0.09523809523809523,19,2,2,9
F,,1,0,,,0.8689924545583552,0.799839871897518,0.200160128102482,0.7857644579723718,0.21423554202762818,0.5219435736677116,0.9306711037160288,0.06932889628397115,3356,915,250,999
F,,1,0,M,,0.8643374732803062,0.8056930693069307,0.1943069306930693,0.7693568209750102,0.23064317902498976,0.5362438220757826,0.9228501228501228,0.07714987714987714,1878,563,157,651
F,,1,0,F,,0.874235158544292,0.7891156462585034,0.2108843537414966,0.8076502732240437,0.1923497267759563,0.49714285714285716,0.9408020369191598,0.05919796308084023,1478,352,93,348
F,,1,0,,0-20,0.8952704402515723,0.9133333333333333,0.08666666666666667,0.7094339622641509,0.29056603773584905,0.6401869158878505,0.9353233830845771,0.06467661691542288,188,77,13,137
F,,1,0,,20-40,0.881072959924373,0.8068783068783069,0.1931216931216931,0.7903372835004557,0.2096627164995442,0.5700934579439252,0.9223404255319149,0.07765957446808511,867,230,73,305
F,,1,0,,40-60,0.8651858277675513,0.7858719646799117,0.2141280353200883,0.7992545260915868,0.2007454739084132,0.48567530695770805,0.9392991239048811,0.0607008760951189,1501,377,97,356
F,,1,0,,60-80,0.8316850767875125,0.75,0.25,0.7734138972809668,0.22658610271903323,0.460431654676259,0.9230769230769231,0.07692307692307693,768,225,64,192
F,,1,0,,80+,0.8333333333333334,0.75,0.25,0.8421052631578947,0.15789473684210525,0.6,0.9142857142857143,0.08571428571428572,32,6,3,9
F,,1,0,M,0-20,0.897852106902771,0.9252336448598131,0.07476635514018691,0.6842105263157895,0.3157894736842105,0.6470588235294118,0.936,0.064,117,54,8,99
F,,1,0,M,20-40,0.8745602235099337,0.7890625,0.2109375,0.7764900662251656,0.22350993377483444,0.599406528189911,0.8967495219885278,0.10325047801147227,469,135,54,202
F,,1,0,M,40-60,0.8605384483666592,0.8166089965397924,0.18339100346020762,0.7796451914098973,0.2203548085901027,0.5,0.9403153153153153,0.059684684684684686,835,236,53,236
F,,1,0,M,60-80,0.8192990289094765,0.7354838709677419,0.2645161290322581,0.7664359861591695,0.23356401384083045,0.4578313253012048,0.9152892561983471,0.08471074380165289,443,135,41,114
F,,1,0,M,80+,0.3529411764705882,0.0,1.0,0.8235294117647058,0.17647058823529413,0.0,0.9333333333333333,0.06666666666666667,14,3,1,0
F,,1,0,F,0-20,0.8832261256803563,0.8837209302325582,0.11627906976744186,0.7553191489361702,0.24468085106382978,0.6229508196721312,0.9342105263157895,0.06578947368421052,71,23,5,38
F,,1,0,F,20-40,0.8887374056462607,0.8442622950819673,0.1557377049180328,0.8073022312373225,0.1926977687626775,0.5202020202020202,0.9544364508393285,0.045563549160671464,398,95,19,103
F,,1,0,F,40-60,0.8697146915707075,0.7317073170731707,0.2682926829268293,0.8252788104089219,0.17472118959107807,0.45977011494252873,0.9380281690140845,0.061971830985915494,666,141,44,120
F,,1,0,F,60-80,0.8505785518310867,0.7722772277227723,0.22772277227722773,0.7831325301204819,0.21686746987951808,0.4642857142857143,0.9339080459770115,0.06609195402298851,325,90,23,78
F,,1,0,F,80+,0.8614718614718615,0.8181818181818182,0.18181818181818182,0.8571428571428571,0.14285714285714285,0.75,0.9,0.1,18,3,2,9
F,,1,0.05,,,0.8446678672837593,0.7950360288230585,0.20496397117694154,0.7501756029033013,0.24982439709669865,0.48203883495145633,0.9260115606936417,0.07398843930635839,3204,1067,256,993
F,,1,0.05,M,,0.8413235526748086,0.8155940594059405,0.1844059405940594,0.7283900040966816,0.2716099959033183,0.49848714069591527,0.922677737415672,0.07732226258432798,1778,663,149,659
F,,1,0.05,F,,0.846249829622195,0.7573696145124716,0.24263038548752835,0.7792349726775957,0.22076502732240438,0.45257452574525747,0.9302022178734507,0.06979778212654925,1426,404,107,334
F,,1,0.05,,0-20,0.8825408805031447,0.9133333333333333,0.08666666666666667,0.6981132075471698,0.3018867924528302,0.631336405529954,0.9343434343434344,0.06565656565656566,185,80,13,137
F,,1,0.05,,20-40,0.8606179431156642,0.798941798941799,0.20105820105820105,0.7675478577939836,0.2324521422060164,0.5421903052064632,0.9172113289760349,0.08278867102396514,842,255,76,302
F,,1,0.05,,40-60,0.8391212764506886,0.7770419426048565,0.2229580573951435,0.7678381256656017,0.2321618743343983,0.4467005076142132,0.9345430978613092,0.06545690213869086,1442,436,101,352
