target_sex,target_age,trial,rate,dem_sex,dem_age,auroc,tpr,fnr,tnr,fpr,ppv,npv,fomr,tn,fp,fn,tp
F,,0,0.05,F,60-80,0.8108791602051771,0.6732673267326733,0.32673267326732675,0.7349397590361446,0.26506024096385544,0.38202247191011235,0.9023668639053254,0.09763313609467456,305,110,33,68
F,,0,0.05,F,80+,0.8398268398268398,0.8181818181818182,0.18181818181818182,0.8095238095238095,0.19047619047619047,0.6923076923076923,0.8947368421052632,0.10526315789473684,17,4,2,9
F,,0,0.1,,,0.8412462585380878,0.7518014411529224,0.24819855884707767,0.7733551861390775,0.2266448138609225,0.4923964341898269,0.9141987268198173,0.08580127318018267,3303,968,310,939
F,,0,0.1,M,,0.841902056858697,0.7673267326732673,0.23267326732673269,0.7541990987300287,0.2458009012699713,0.5081967213114754,0.9073435189748644,0.09265648102513553,1841,600,188,620
F,,0,0.1,F,,0.8366814120912482,0.7233560090702947,0.2766439909297052,0.7989071038251366,0.2010928961748634,0.4643377001455604,0.922979797979798,0.07702020202020202,1462,368,122,319
F,,0,0.1,,0-20,0.8889056603773584,0.8533333333333334,0.14666666666666667,0.7735849056603774,0.22641509433962265,0.6808510638297872,0.9030837004405287,0.09691629955947137,205,60,22,128
F,,0,0.1,,20-40,0.8496187292905615,0.7566137566137566,0.24338624338624337,0.7812215132178669,0.2187784867821331,0.5437262357414449,0.9030558482613277,0.09694415173867228,857,240,92,286
F,,0,0.1,,40-60,0.8352416854151826,0.7284768211920529,0.271523178807947,0.7822151224707136,0.21778487752928646,0.4465493910690122,0.9227386934673367,0.07726130653266332,1469,409,123,330
F,,0,0.1,,60-80,0.8062177429506545,0.7265625,0.2734375,0.7452165156092648,0.25478348439073517,0.42369020501138954,0.9135802469135802,0.08641975308641975,740,253,70,186
F,,0,0.1,,80+,0.8048245614035089,0.75,0.25,0.8421052631578947,0.15789473684210525,0.6,0.9142857142857143,0.08571428571428572,32,6,3,9
F,,0,0.1,M,0-20,0.8936984205060939,0.8785046728971962,0.12149532710280374,0.7543859649122807,0.24561403508771928,0.6911764705882353,0.9084507042253521,0.09154929577464789,129,42,13,94
F,,0,0.1,M,20-40,0.8497710575331126,0.76953125,0.23046875,0.7533112582781457,0.24668874172185432,0.569364161849711,0.8852140077821011,0.11478599221789883,455,149,59,197
F,,0,0.1,M,40-60,0.8392925797770088,0.7508650519031141,0.2491349480968858,0.7665732959850607,0.2334267040149393,0.46466809421841543,0.9193729003359462,0.08062709966405375,821,250,72,217
F,,0,0.1,M,60-80,0.7950664136622391,0.7225806451612903,0.27741935483870966,0.7335640138408305,0.2664359861591695,0.42105263157894735,0.9079229122055674,0.09207708779443255,424,154,43,112
F,,0,0.1,M,80+,0.17647058823529416,0.0,1.0,0.7058823529411765,0.29411764705882354,0.0,0.9230769230769231,0.07692307692307693,12,5,1,0
F,,0,0.1,F,0-20,0.8728352300841168,0.7906976744186046,0.20930232558139536,0.8085106382978723,0.19148936170212766,0.6538461538461539,0.8941176470588236,0.10588235294117647,76,18,9,34
F,,0,0.1,F,20-40,0.8411033152661856,0.7295081967213115,0.27049180327868855,0.8154158215010142,0.1845841784989858,0.49444444444444446,0.9241379310344827,0.07586206896551724,402,91,33,89
F,,0,0.1,F,40-60,0.8249841327409556,0.6890243902439024,0.31097560975609756,0.8029739776951673,0.1970260223048327,0.41544117647058826,0.927038626609442,0.07296137339055794,648,159,51,113
F,,0,0.1,F,60-80,0.8213765954908744,0.7326732673267327,0.26732673267326734,0.7614457831325301,0.2385542168674699,0.4277456647398844,0.9212827988338192,0.07871720116618076,316,99,27,74
F,,0,0.1,F,80+,0.8874458874458874,0.8181818181818182,0.18181818181818182,0.9523809523809523,0.047619047619047616,0.9,0.9090909090909091,0.09090909090909091,20,1,2,9
F,,0,0.25,,,0.8595606056374016,0.8414731785428343,0.15852682145716573,0.7110746897682042,0.28892531023179585,0.4599562363238512,0.9387944358578053,0.061205564142194746,3037,1234,198,1051
F,,0,0.25,M,,0.8563666895161454,0.8576732673267327,0.14232673267326731,0.6763621466612044,0.3236378533387956,0.4672960215778827,0.934881087202718,0.06511891279728199,1651,790,115,693
F,,0,0.25,F,,0.8614277040506548,0.8117913832199547,0.18820861678004536,0.7573770491803279,0.24262295081967214,0.4463840399002494,0.943498978897209,0.05650102110279102,1386,444,83,358
F,,0,0.25,,0-20,0.8986918238993711,0.8933333333333333,0.10666666666666667,0.7433962264150943,0.25660377358490566,0.6633663366336634,0.9248826291079812,0.07511737089201878,197,68,16,134
F,,0,0.25,,20-40,0.8756059093342592,0.8571428571428571,0.14285714285714285,0.7210574293527803,0.27894257064721967,0.5142857142857142,0.936094674556213,0.06390532544378698,791,306,54,324
F,,0,0.25,,40-60,0.856472175791728,0.8189845474613686,0.18101545253863136,0.7268370607028753,0.2731629392971246,0.41968325791855204,0.9433310297166552,0.056668970283344854,1365,513,82,371
F,,0,0.25,,60-80,0.8158240495971802,0.83203125,0.16796875,0.6656596173212488,0.33434038267875127,0.3908256880733945,0.9389204545454546,0.061079545454545456,661,332,43,213
F,,0,0.25,,80+,0.7609649122807017,0.75,0.25,0.6052631578947368,0.39473684210526316,0.375,0.8846153846153846,0.11538461538461539,23,15,3,9
F,,0,0.25,M,0-20,0.904847789255069,0.9158878504672897,0.08411214953271028,0.7134502923976608,0.28654970760233917,0.6666666666666666,0.9312977099236641,0.06870229007633588,122,49,9,98
F,,0,0.25,M,20-40,0.8701430567052979,0.8671875,0.1328125,0.6788079470198676,0.3211920529801324,0.5336538461538461,0.9234234234234234,0.07657657657657657,410,194,34,222
F,,0,0.25,M,40-60,0.8555242166070581,0.8546712802768166,0.1453287197231834,0.6872082166199813,0.3127917833800187,0.42439862542955326,0.9460154241645244,0.05398457583547558,736,335,42,247
F,,0,0.25,M,60-80,0.7962384194664583,0.8129032258064516,0.1870967741935484,0.6470588235294118,0.35294117647058826,0.38181818181818183,0.9280397022332506,0.07196029776674938,374,204,29,126
F,,0,0.25,M,80+,0.2941176470588235,0.0,1.0,0.5294117647058824,0.47058823529411764,0.0,0.9,0.1,9,8,1,0
F,,0,0.25,F,0-20,0.8857001484413656,0.8372093023255814,0.16279069767441862,0.7978723404255319,0.20212765957446807,0.6545454545454545,0.9146341463414634,0.08536585365853659,75,19,7,36
F,,0,0.25,F,20-40,0.8780135004821601,0.8360655737704918,0.16393442622950818,0.7728194726166329,0.22718052738336714,0.4766355140186916,0.9501246882793017,0.04987531172069826,381,112,20,102
F,,0,0.25,F,40-60,0.8553586000544021,0.7560975609756098,0.24390243902439024,0.7794299876084263,0.22057001239157373,0.4105960264900662,0.9402092675635276,0.059790732436472344,629,178,40,124
F,,0,0.25,F,60-80,0.8407968507694142,0.8613861386138614,0.13861386138613863,0.691566265060241,0.30843373493975906,0.4046511627906977,0.9534883720930233,0.046511627906976744,287,128,14,87
F,,0,0.25,F,80+,0.8268398268398268,0.8181818181818182,0.18181818181818182,0.6666666666666666,0.3333333333333333,0.5625,0.875,0.125,14,7,2,9
F,,0,0.5,,,0.8553048010874164,0.800640512409928,0.19935948759007205,0.7604776398969796,0.23952236010302036,0.49431537320810676,0.9287961109522448,0.07120388904775522,3248,1023,249,1000
F,,0,0.5,M,,0.8509302205312707,0.8267326732673267,0.17326732673267325,0.7214256452273659,0.27857435477263415,0.49554896142433236,0.9263545502367175,0.07364544976328248,1761,680,140,668
F,,0,0.5,F,,0.8616123316357509,0.7528344671201814,0.2471655328798186,0.812568306010929,0.18743169398907103,0.4918518518518519,0.931704260651629,0.06829573934837092,1487,343,109,332
F,,0,0.5,,0-20,0.8989433962264151,0.8866666666666667,0.11333333333333333,0.7358490566037735,0.2641509433962264,0.6551724137931034,0.9198113207547169,0.08018867924528301,195,70,17,133
F,,0,0.5,,20-40,0.8758784178109611,0.828042328042328,0.17195767195767195,0.7748404740200547,0.22515952597994532,0.5589285714285714,0.9289617486338798,0.07103825136612021,850,247,65,313
F,,0,0.5,,40-60,0.8470250395540792,0.7704194260485652,0.22958057395143489,0.775825346112886,0.22417465388711394,0.45324675324675323,0.9333760409993593,0.06662395900064061,1457,421,104,349
F,,0,0.5,,60-80,0.8105527756797583,0.765625,0.234375,0.7250755287009063,0.27492447129909364,0.417910447761194,0.9230769230769231,0.07692307692307693,720,273,60,196
F,,0,0.5,,80+,0.7785087719298245,0.75,0.25,0.6842105263157895,0.3157894736842105,0.42857142857142855,0.896551724137931,0.10344827586206896,26,12,3,9
F,,0,0.5,M,0-20,0.8979067606711483,0.897196261682243,0.102803738317757,0.7076023391812866,0.29239766081871343,0.6575342465753424,0.9166666666666666,0.08333333333333333,121,50,11,96
F,,0,0.5,M,20-40,0.8748124482615893,0.8515625,0.1484375,0.7317880794701986,0.2682119205298013,0.5736842105263158,0.9208333333333333,0.07916666666666666,442,162,38,218
F,,0,0.5,M,40-60,0.8399613593995846,0.8062283737024222,0.19377162629757785,0.7338935574229691,0.2661064425770308,0.4498069498069498,0.9334916864608076,0.0665083135391924,786,285,56,233
F,,0,0.5,M,60-80,0.7999553521598393,0.7806451612903226,0.21935483870967742,0.6955017301038062,0.3044982698961938,0.4074074074074074,0.9220183486238532,0.0779816513761468,402,176,34,121
F,,0,0.5,M,80+,0.2941176470588235,0.0,1.0,0.5882352941176471,0.4117647058823529,0.0,0.9090909090909091,0.09090909090909091,10,7,1,0
F,,0,0.5,F,0-20,0.8990598713508164,0.8604651162790697,0.13953488372093023,0.7872340425531915,0.2127659574468085,0.6491228070175439,0.925,0.075,74,20,6,37
F,,0,0.5,F,20-40,0.8722940843946397,0.7786885245901639,0.22131147540983606,0.8275862068965517,0.1724137931034483,0.5277777777777778,0.9379310344827586,0.06206896551724138,408,85,27,95
F,,0,0.5,F,40-60,0.8600281077160216,0.7073170731707317,0.2926829268292683,0.8314745972738538,0.16852540272614622,0.4603174603174603,0.933240611961057,0.06675938803894298,671,136,48,116
F,,0,0.5,F,60-80,0.8259572945246332,0.7425742574257426,0.25742574257425743,0.7662650602409639,0.23373493975903614,0.436046511627907,0.9244186046511628,0.0755813953488372,318,97,26,75
F,,0,0.5,F,80+,0.8311688311688312,0.8181818181818182,0.18181818181818182,0.7619047619047619,0.23809523809523808,0.6428571428571429,0.8888888888888888,0.1111111111111111,16,5,2,9
F,,0,0.75,,,0.8480067125580585,0.8054443554843875,0.1945556445156125,0.7363615078435963,0.26363849215640367,0.4718574108818011,0.9282762691853601,0.07172373081463991,3145,1126,243,1006
F,,0,0.75,M,,0.8518415801022953,0.8576732673267327,0.14232673267326731,0.6730848013109382,0.3269151986890619,0.4647887323943662,0.934584755403868,0.06541524459613197,1643,798,115,693
F,,0,0.75,F,,0.8482770157243223,0.7097505668934241,0.29024943310657597,0.8207650273224044,0.17923497267759564,0.48829953198127923,0.9214723926380368,0.0785276073619632,1502,328,128,313
F,,0,0.75,,0-20,0.8784654088050314,0.94,0.06,0.6264150943396226,0.37358490566037733,0.5875,0.9485714285714286,0.05142857142857143,166,99,9,141
F,,0,0.75,,20-40,0.8657063757337231,0.8121693121693122,0.18783068783068782,0.7456700091157703,0.2543299908842297,0.5238907849829352,0.9201349831271091,0.0798650168728909,818,279,71,307
F,,0,0.75,,40-60,0.8389073435409892,0.7770419426048565,0.2229580573951435,0.7582534611288605,0.2417465388711395,0.43672456575682383,0.9337704918032786,0.06622950819672131,1424,454,101,352
F,,0,0.75,,60-80,0.8109146840382679,0.76953125,0.23046875,0.7129909365558912,0.28700906344410876,0.4087136929460581,0.9230769230769231,0.07692307692307693,708,285,59,197
F,,0,0.75,,80+,0.800438596491228,0.75,0.25,0.7631578947368421,0.23684210526315788,0.5,0.90625,0.09375,29,9,3,9
F,,0,0.75,M,0-20,0.8797070558014974,0.9439252336448598,0.056074766355140186,0.5906432748538012,0.4093567251461988,0.5906432748538012,0.9439252336448598,0.056074766355140186,101,70,6,101
F,,0,0.75,M,20-40,0.8664502276490067,0.84765625,0.15234375,0.6837748344370861,0.3162251655629139,0.5318627450980392,0.9137168141592921,0.08628318584070796,413,191,39,217
F,,0,0.75,M,40-60,0.8449626678814548,0.8512110726643599,0.14878892733564014,0.6862745098039216,0.3137254901960784,0.422680412371134,0.9447300771208226,0.055269922879177376,735,336,43,246
F,,0,0.75,M,60-80,0.8091416452729099,0.832258064516129,0.16774193548387098,0.6643598615916955,0.3356401384083045,0.3993808049535604,0.9365853658536586,0.06341463414634146,384,194,26,129
F,,0,0.75,M,80+,0.47058823529411764,0.0,1.0,0.5882352941176471,0.4117647058823529,0.0,0.9090909090909091,0.09090909090909091,10,7,1,0
F,,0,0.75,F,0-20,0.8723404255319149,0.9302325581395349,0.06976744186046512,0.6914893617021277,0.30851063829787234,0.5797101449275363,0.9558823529411765,0.04411764705882353,65,29,3,40
F,,0,0.75,F,20-40,0.8603730921424533,0.7377049180327869,0.26229508196721313,0.821501014198783,0.17849898580121704,0.5056179775280899,0.9267734553775744,0.07322654462242563,405,88,32,90
F,,0,0.75,F,40-60,0.8454377852328708,0.6463414634146342,0.35365853658536583,0.8537794299876085,0.14622057001239158,0.4732142857142857,0.9223560910307899,0.07764390896921017,689,118,58,106
F,,0,0.75,F,60-80,0.8188476678993201,0.6732673267326733,0.32673267326732675,0.7807228915662651,0.21927710843373494,0.4276729559748428,0.907563025210084,0.09243697478991597,324,91,33,68
F,,0,0.75,F,80+,0.8701298701298701,0.8181818181818182,0.18181818181818182,0.9047619047619048,0.09523809523809523,0.8181818181818182,0.9047619047619048,0.09523809523809523,19,2,2,9
F,,0,1.0,,,0.7964286671669343,0.7245796637309848,0.2754203362690152,0.7361273706391945,0.2638726293608054,0.4453740157480315,0.9013761467889908,0.09862385321100918,3144,1127,344,905
F,,0,1.0,M,,0.8416389160423622,0.8762376237623762,0.12376237623762376,0.625563293732077,0.37443670626792297,0.436498150431566,0.9385371850030731,0.06146281499692686,1527,914,100,708
F,,0,1.0,F,,0.7810787703059366,0.4467120181405896,0.5532879818594104,0.8836065573770492,0.11639344262295082,0.48048780487804876,0.8688876947877485,0.13111230521225148,1617,213,244,197
F,,0,1.0,,0-20,0.8708930817610062,0.86,0.14,0.7018867924528301,0.2981132075471698,0.6201923076923077,0.8985507246376812,0.10144927536231885,186,79,21,129
F,,0,1.0,,20-40,0.8221870131624006,0.7486772486772487,0.25132275132275134,0.7438468550592525,0.2561531449407475,0.50177304964539,0.8957189901207464,0.10428100987925357,816,281,95,283
F,,0,1.0,,40-60,0.767695895544318,0.6688741721854304,0.33112582781456956,0.7460063897763578,0.2539936102236422,0.38846153846153847,0.9032882011605415,0.09671179883945841,1401,477,150,303
F,,0,1.0,,60-80,0.7660537827291036,0.7109375,0.2890625,0.7180261832829808,0.28197381671701915,0.3939393939393939,0.9059720457433291,0.0940279542566709,713,280,74,182
F,,0,1.0,,80+,0.7741228070175439,0.6666666666666666,0.3333333333333333,0.7368421052631579,0.2631578947368421,0.4444444444444444,0.875,0.125,28,10,4,8
F,,0,1.0,M,0-20,0.8621631961523746,0.8878504672897196,0.11214953271028037,0.6549707602339181,0.34502923976608185,0.6168831168831169,0.9032258064516129,0.0967741935483871,112,59,12,95
F,,0,1.0,M,20-40,0.8626797909768212,0.8828125,0.1171875,0.6192052980132451,0.38079470198675497,0.4956140350877193,0.9257425742574258,0.07425742574257425,374,230,30,226
F,,0,1.0,M,40-60,0.8341264995040693,0.8788927335640139,0.12110726643598616,0.6255835667600373,0.37441643323996265,0.38778625954198476,0.950354609929078,0.04964539007092199,670,401,35,254
F,,0,1.0,M,60-80,0.8076905904676862,0.8580645161290322,0.14193548387096774,0.6228373702422145,0.3771626297577855,0.3789173789173789,0.9424083769633508,0.05759162303664921,360,218,22,133
F,,0,1.0,M,80+,0.47058823529411764,0.0,1.0,0.6470588235294118,0.35294117647058826,0.0,0.9166666666666666,0.08333333333333333,11,6,1,0
F,,0,1.0,F,0-20,0.8906481939633846,0.7906976744186046,0.20930232558139536,0.7872340425531915,0.2127659574468085,0.6296296296296297,0.891566265060241,0.10843373493975904,74,20,9,34
F,,0,1.0,F,20-40,0.7976590296944103,0.4672131147540984,0.5327868852459017,0.896551724137931,0.10344827586206896,0.5277777777777778,0.8717948717948718,0.1282051282051282,442,51,65,57
F,,0,1.0,F,40-60,0.75234986550609,0.29878048780487804,0.7012195121951219,0.9058240396530359,0.09417596034696406,0.392,0.8640661938534279,0.1359338061465721,731,76,115,49
F,,0,1.0,F,60-80,0.7644995824883692,0.48514851485148514,0.5148514851485149,0.8506024096385543,0.1493975903614458,0.44144144144144143,0.8716049382716049,0.12839506172839507,353,62,52,49
F,,0,1.0,F,80+,0.8311688311688311,0.7272727272727273,0.2727272727272727,0.8095238095238095,0.19047619047619047,0.6666666666666666,0.85,0.15,17,4,3,8
F,,1,0,,,0.8729954696606735,0.8254603682946358,0.1745396317053643,0.7667993444158276,0.23320065558417233,0.5086334484459792,0.9375894646435728,0.06241053535642714,3275,996,218,1031
F,,1,0,M,,0.8655274376270072,0.8168316831683168,0.18316831683168316,0.7607537894305613,0.23924621056943876,0.5305466237942122,0.9261845386533666,0.07381546134663342,1857,584,148,660
F,,1,0,F,,0.8836858605008489,0.8412698412698413,0.15873015873015872,0.774863387978142,0.22513661202185792,0.47381864623243936,0.9529569892473119,0.04704301075268817,1418,412,70,371
F,,1,0,,0-20,0.9044528301886792,0.88,0.12,0.8,0.2,0.7135135135135136,0.9217391304347826,0.0782608695652174,212,53,18,132
F,,1,0,,20-40,0.8802867850269857,0.8121693121693122,0.18783068783068782,0.7766636280765725,0.22333637192342753,0.5561594202898551,0.9230769230769231,0.07692307692307693,852,245,71,307
F,,1,0,,40-60,0.8743026609962692,0.8322295805739515,0.16777041942604856,0.77209797657082,0.22790202342917998,0.4683229813664596,0.9501965923984272,0.04980340760157274,1450,428,76,377
F,,1,0,,60-80,0.838376447633434,0.80078125,0.19921875,0.7401812688821753,0.2598187311178248,0.4427645788336933,0.9351145038167938,0.0648854961832061,735,258,51,205
F,,1,0,,80+,0.8486842105263157,0.8333333333333334,0.16666666666666666,0.6842105263157895,0.3157894736842105,0.45454545454545453,0.9285714285714286,0.07142857142857142,26,12,2,10
F,,1,0,M,0-20,0.9021151008362027,0.8878504672897196,0.11214953271028037,0.7953216374269005,0.2046783625730994,0.7307692307692307,0.918918918918919,0.08108108108108109,136,35,12,95
F,,1,0,M,20-40,0.8711584230132451,0.8046875,0.1953125,0.7566225165562914,0.2433774834437086,0.5835694050991501,0.9013806706114399,0.09861932938856016,457,147,50,206
F,,1,0,M,40-60,0.8650939037668125,0.8235294117647058,0.17647058823529413,0.7665732959850607,0.2334267040149393,0.48770491803278687,0.9415137614678899,0.058486238532110095,821,250,51,238
F,,1,0,M,60-80,0.8299921866279718,0.7741935483870968,0.22580645161290322,0.7474048442906575,0.25259515570934254,0.45112781954887216,0.9250535331905781,0.07494646680942184,432,146,35,120
F,,1,0,M,80+,0.6470588235294117,1.0,0.0,0.6470588235294118,0.35294117647058826,0.14285714285714285,1.0,0.0,11,6,0,1
F,,1,0,F,0-20,0.9057397328055419,0.8604651162790697,0.13953488372093023,0.8085106382978723,0.19148936170212766,0.6727272727272727,0.926829268292683,0.07317073170731707,76,18,6,37
F,,1,0,F,20-40,0.8944734479433378,0.8278688524590164,0.1721311475409836,0.8012170385395537,0.19878296146044624,0.507537688442211,0.9495192307692307,0.05048076923076923,395,98,21,101
F,,1,0,F,40-60,0.8861335267627769,0.8475609756097561,0.1524390243902439,0.7794299876084263,0.22057001239157373,0.4384858044164038,0.9617737003058104,0.0382262996941896,629,178,25,139
F,,1,0,F,60-80,0.8516282953596565,0.8415841584158416,0.15841584158415842,0.7301204819277108,0.26987951807228916,0.43147208121827413,0.9498432601880877,0.050156739811912224,303,112,16,85
F,,1,0,F,80+,0.8658008658008658,0.8181818181818182,0.18181818181818182,0.7142857142857143,0.2857142857142857,0.6,0.8823529411764706,0.11764705882352941,15,6,2,9
F,,1,0.05,,,0.8567451479329097,0.8510808646917534,0.1489191353082466,0.7019433387965348,0.29805666120346525,0.4550513698630137,0.9415829145728644,0.05841708542713568,2998,1273,186,1063
F,,1,0.05,M,,0.8504513448067461,0.8564356435643564,0.14356435643564355,0.6841458418680868,0.31585415813191314,0.4730006835269993,0.93505039193729,0.06494960806270997,1670,771,116,692
F,,1,0.05,F,,0.8647423268032167,0.8412698412698413,0.15873015873015872,0.7256830601092896,0.2743169398907104,0.424971363115693,0.949928469241774,0.05007153075822604,1328,502,70,371
F,,1,0.05,,0-20,0.8802767295597483,0.8933333333333333,0.10666666666666667,0.7018867924528301,0.2981132075471698,0.6291079812206573,0.9207920792079208,0.07920792079207921,186,79,16,134
F,,1,0.05,,20-40,0.8710866094640024,0.8412698412698413,0.15873015873015872,0.7247037374658158,0.27529626253418416,0.5129032258064516,0.9298245614035088,0.07017543859649122,795,302,60,318
F,,1,0.05,,40-60,0.8562018210157347,0.8675496688741722,0.13245033112582782,0.7044728434504792,0.2955271565495208,0.41455696202531644,0.9566160520607375,0.04338394793926247,1323,555,60,393
F,,1,0.05,,60-80,0.8161230173716012,0.8125,0.1875,0.6737160120845922,0.32628398791540786,0.39097744360902253,0.9330543933054394,0.06694560669456066,669,324,48,208
F,,1,0.05,,80+,0.8245614035087719,0.8333333333333334,0.16666666666666666,0.6578947368421053,0.34210526315789475,0.43478260869565216,0.9259259259259259,0.07407407407407407,25,13,2,10
