target_sex,target_age,trial,rate,dem_sex,dem_age,auroc,tpr,fnr,tnr,fpr,ppv,npv,fomr,tn,fp,fn,tp
F,0-20,0,0.5,,40-60,0.8593026727508246,0.7615894039735099,0.23841059602649006,0.8024494142705005,0.19755058572949946,0.4818435754189944,0.9331269349845202,0.06687306501547988,1507,371,108,345
F,0-20,0,0.5,,60-80,0.8278024295065457,0.73046875,0.26953125,0.7814702920443102,0.21852970795568982,0.4628712871287129,0.9183431952662722,0.08165680473372781,776,217,69,187
F,0-20,0,0.5,,80+,0.8837719298245614,0.75,0.25,0.7894736842105263,0.21052631578947367,0.5294117647058824,0.9090909090909091,0.09090909090909091,30,8,3,9
F,0-20,0,0.5,M,0-20,0.9253976061649452,0.8691588785046729,0.1308411214953271,0.8245614035087719,0.17543859649122806,0.7560975609756098,0.9096774193548387,0.09032258064516129,141,30,14,93
F,0-20,0,0.5,M,20-40,0.8590451676324503,0.77734375,0.22265625,0.7731788079470199,0.22682119205298013,0.5922619047619048,0.8912213740458015,0.10877862595419847,467,137,57,199
F,0-20,0,0.5,M,40-60,0.8541672724453102,0.7854671280276817,0.21453287197231835,0.7880485527544351,0.2119514472455649,0.5,0.9315673289183223,0.0684326710816777,844,227,62,227
F,0-20,0,0.5,M,60-80,0.8178926219444134,0.6903225806451613,0.3096774193548387,0.8062283737024222,0.19377162629757785,0.4885844748858447,0.9066147859922179,0.0933852140077821,466,112,48,107
F,0-20,0,0.5,M,80+,0.6470588235294117,0.0,1.0,0.7058823529411765,0.29411764705882354,0.0,0.9230769230769231,0.07692307692307693,12,5,1,0
F,0-20,0,0.5,F,0-20,0.9069767441860466,0.8604651162790697,0.13953488372093023,0.8085106382978723,0.19148936170212766,0.6727272727272727,0.926829268292683,0.07317073170731707,76,18,6,37
F,0-20,0,0.5,F,20-40,0.8830179895587404,0.7622950819672131,0.23770491803278687,0.8154158215010142,0.1845841784989858,0.5054347826086957,0.9327146171693735,0.06728538283062645,402,91,29,93
F,0-20,0,0.5,F,40-60,0.8647731737540424,0.7195121951219512,0.2804878048780488,0.8215613382899628,0.17843866171003717,0.45038167938931295,0.9351198871650211,0.06488011283497884,663,144,46,118
F,0-20,0,0.5,F,60-80,0.8479064773947274,0.7920792079207921,0.2079207920792079,0.7469879518072289,0.25301204819277107,0.43243243243243246,0.9365558912386707,0.0634441087613293,310,105,21,80
F,0-20,0,0.5,F,80+,0.9220779220779222,0.8181818181818182,0.18181818181818182,0.8571428571428571,0.14285714285714285,0.75,0.9,0.1,18,3,2,9
F,0-20,0,0.75,,,0.8436017837918192,0.7974379503602882,0.20256204963971178,0.7361273706391945,0.2638726293608054,0.4691474328780028,0.925522519870474,0.07447748012952606,3144,1127,253,996
F,0-20,0,0.75,M,,0.8395327754815629,0.806930693069307,0.19306930693069307,0.731667349446948,0.26833265055305205,0.49885233358837033,0.9196704428424305,0.08032955715756952,1786,655,156,652
F,0-20,0,0.75,F,,0.847996976568405,0.780045351473923,0.2199546485260771,0.7420765027322405,0.25792349726775954,0.4215686274509804,0.9333333333333333,0.06666666666666667,1358,472,97,344
F,0-20,0,0.75,,0-20,0.8874968553459119,0.88,0.12,0.7283018867924528,0.27169811320754716,0.6470588235294118,0.9146919431279621,0.08530805687203792,193,72,18,132
F,0-20,0,0.75,,20-40,0.8546058755721472,0.8121693121693122,0.18783068783068782,0.7274384685505926,0.2725615314494075,0.5066006600660066,0.9182968929804373,0.08170310701956271,798,299,71,307
F,0-20,0,0.75,,40-60,0.8444284582489945,0.7836644591611479,0.2163355408388521,0.751863684771033,0.24813631522896698,0.43239951278928135,0.9350993377483444,0.06490066225165562,1412,466,98,355
F,0-20,0,0.75,,60-80,0.7939403952668681,0.75,0.25,0.7180261832829808,0.28197381671701915,0.4067796610169492,0.9176319176319176,0.08236808236808237,713,280,64,192
F,0-20,0,0.75,,80+,0.8530701754385965,0.8333333333333334,0.16666666666666666,0.7368421052631579,0.2631578947368421,0.5,0.9333333333333333,0.06666666666666667,28,10,2,10
F,0-20,0,0.75,M,0-20,0.8962124938514511,0.9158878504672897,0.08411214953271028,0.7192982456140351,0.2807017543859649,0.6712328767123288,0.9318181818181818,0.06818181818181818,123,48,9,98
F,0-20,0,0.75,M,20-40,0.8455867135761589,0.81640625,0.18359375,0.7119205298013245,0.28807947019867547,0.5456919060052219,0.9014675052410901,0.09853249475890985,430,174,47,209
F,0-20,0,0.75,M,40-60,0.842252010377392,0.8027681660899654,0.1972318339100346,0.7488328664799253,0.2511671335200747,0.4630738522954092,0.9336437718277066,0.06635622817229336,802,269,57,232
F,0-20,0,0.75,M,60-80,0.779082486884697,0.7290322580645161,0.2709677419354839,0.7249134948096886,0.2750865051903114,0.41544117647058826,0.9088937093275488,0.0911062906724512,419,159,42,113
F,0-20,0,0.75,M,80+,0.5882352941176471,0.0,1.0,0.7058823529411765,0.29411764705882354,0.0,0.9230769230769231,0.07692307692307693,12,5,1,0
F,0-20,0,0.75,F,0-20,0.867639782285997,0.7906976744186046,0.20930232558139536,0.7446808510638298,0.2553191489361702,0.5862068965517241,0.8860759493670886,0.11392405063291139,70,24,9,34
F,0-20,0,0.75,F,20-40,0.8648122900941044,0.8032786885245902,0.19672131147540983,0.7464503042596349,0.2535496957403651,0.43946188340807174,0.9387755102040817,0.061224489795918366,368,125,24,98
F,0-20,0,0.75,F,40-60,0.8446066430924533,0.75,0.25,0.7558859975216853,0.24411400247831475,0.384375,0.9370199692780338,0.0629800307219662,610,197,41,123
F,0-20,0,0.75,F,60-80,0.8166050339973755,0.7821782178217822,0.21782178217821782,0.708433734939759,0.29156626506024097,0.395,0.930379746835443,0.06962025316455696,294,121,22,79
F,0-20,0,0.75,F,80+,0.8874458874458875,0.9090909090909091,0.09090909090909091,0.7619047619047619,0.23809523809523808,0.6666666666666666,0.9411764705882353,0.058823529411764705,16,5,1,10
F,0-20,0,1.0,,,0.8468579593246126,0.8198558847077662,0.1801441152922338,0.7255911964411145,0.27440880355888553,0.4663023679417122,0.9323104693140795,0.06768953068592058,3099,1172,225,1024
F,0-20,0,1.0,M,,0.8385866853789025,0.8254950495049505,0.1745049504950495,0.7009422367882016,0.29905776321179844,0.47745168217609163,0.923866090712743,0.07613390928725702,1711,730,141,667
F,0-20,0,1.0,F,,0.8570003593422796,0.8095238095238095,0.19047619047619047,0.7584699453551913,0.24153005464480876,0.44680851063829785,0.9429347826086957,0.057065217391304345,1388,442,84,357
F,0-20,0,1.0,,0-20,0.8885534591194968,0.8733333333333333,0.12666666666666668,0.7320754716981132,0.2679245283018868,0.6485148514851485,0.9107981220657277,0.0892018779342723,194,71,19,131
F,0-20,0,1.0,,20-40,0.8639097490510436,0.8359788359788359,0.164021164021164,0.7383773928896992,0.26162260711030083,0.5240464344941956,0.9288990825688074,0.07110091743119266,810,287,62,316
F,0-20,0,1.0,,40-60,0.8416226458564017,0.8300220750551877,0.16997792494481237,0.7289669861554846,0.27103301384451545,0.4248587570621469,0.9467496542185339,0.05325034578146611,1369,509,77,376
F,0-20,0,1.0,,60-80,0.8013398476837865,0.75390625,0.24609375,0.701913393756294,0.2980866062437059,0.3946830265848671,0.9171052631578948,0.08289473684210526,697,296,63,193
F,0-20,0,1.0,,80+,0.7982456140350878,0.6666666666666666,0.3333333333333333,0.7631578947368421,0.23684210526315788,0.47058823529411764,0.8787878787878788,0.12121212121212122,29,9,4,8
F,0-20,0,1.0,M,0-20,0.886921353227305,0.8785046728971962,0.12149532710280374,0.7309941520467836,0.26900584795321636,0.6714285714285714,0.9057971014492754,0.09420289855072464,125,46,13,94
F,0-20,0,1.0,M,20-40,0.8486004759933776,0.8359375,0.1640625,0.7019867549668874,0.2980132450331126,0.5431472081218274,0.9098712446351931,0.09012875536480687,424,180,42,214
F,0-20,0,1.0,M,40-60,0.8386658008070588,0.8477508650519031,0.1522491349480969,0.6993464052287581,0.3006535947712418,0.43209876543209874,0.9445145018915511,0.05548549810844893,749,322,44,245
F,0-20,0,1.0,M,60-80,0.7879115972764817,0.7354838709677419,0.2645161290322581,0.6972318339100346,0.3027681660899654,0.3944636678200692,0.9076576576576577,0.09234234234234234,403,175,41,114
F,0-20,0,1.0,M,80+,0.0,0.0,1.0,0.5882352941176471,0.4117647058823529,0.0,0.9090909090909091,0.09090909090909091,10,7,1,0
F,0-20,0,1.0,F,0-20,0.8899059871350817,0.8604651162790697,0.13953488372093023,0.7340425531914894,0.26595744680851063,0.5967741935483871,0.92,0.08,69,25,6,37
F,0-20,0,1.0,F,20-40,0.8855119209922523,0.8360655737704918,0.16393442622950818,0.7829614604462475,0.21703853955375255,0.4880382775119617,0.9507389162561576,0.04926108374384237,386,107,20,102
F,0-20,0,1.0,F,40-60,0.8428536887599359,0.7987804878048781,0.20121951219512196,0.7682775712515489,0.23172242874845106,0.4119496855345912,0.9494640122511485,0.05053598774885146,620,187,33,131
F,0-20,0,1.0,F,60-80,0.8202552785399022,0.7821782178217822,0.21782178217821782,0.708433734939759,0.29156626506024097,0.395,0.930379746835443,0.06962025316455696,294,121,22,79
F,0-20,0,1.0,F,80+,0.8917748917748918,0.7272727272727273,0.2727272727272727,0.9047619047619048,0.09523809523809523,0.8,0.8636363636363636,0.13636363636363635,19,2,3,8
F,0-20,1,0,,,0.855098126733651,0.8134507606084868,0.18654923939151322,0.7433856239756498,0.2566143760243503,0.4810606060606061,0.931631455399061,0.06836854460093897,3175,1096,233,1016
F,0-20,1,0,M,,0.8484572545742899,0.8094059405940595,0.1905940594059406,0.7390413764850471,0.2609586235149529,0.506584043377227,0.9213483146067416,0.07865168539325842,1804,637,154,654
F,0-20,1,0,F,,0.8649802361746155,0.8208616780045351,0.17913832199546487,0.7491803278688525,0.25081967213114753,0.440925700365408,0.9455172413793104,0.05448275862068966,1371,459,79,362
F,0-20,1,0,,0-20,0.9034213836477987,0.9,0.1,0.7622641509433963,0.23773584905660378,0.6818181818181818,0.9308755760368663,0.06912442396313365,202,63,15,135
F,0-20,1,0,,20-40,0.8604033125455185,0.8042328042328042,0.19576719576719576,0.772105742935278,0.22789425706472197,0.5487364620938628,0.9196525515743756,0.08034744842562432,847,250,74,304
F,0-20,1,0,,40-60,0.8560478363389733,0.7969094922737306,0.20309050772626933,0.755591054313099,0.24440894568690097,0.4402439024390244,0.9391131700860358,0.06088682991396426,1419,459,92,361
F,0-20,1,0,,60-80,0.811843057653575,0.80078125,0.19921875,0.6837865055387714,0.3162134944612286,0.394990366088632,0.9301369863013699,0.06986301369863014,679,314,51,205
F,0-20,1,0,,80+,0.881578947368421,0.9166666666666666,0.08333333333333333,0.7368421052631579,0.2631578947368421,0.5238095238095238,0.9655172413793104,0.034482758620689655,28,10,1,11
F,0-20,1,0,M,0-20,0.9186205388861562,0.9158878504672897,0.08411214953271028,0.7719298245614035,0.22807017543859648,0.7153284671532847,0.9361702127659575,0.06382978723404255,132,39,9,98
F,0-20,1,0,M,20-40,0.8490919908940397,0.7890625,0.2109375,0.7682119205298014,0.23178807947019867,0.5906432748538012,0.8957528957528957,0.10424710424710425,464,140,54,202
F,0-20,1,0,M,40-60,0.8431598706379899,0.8062283737024222,0.19377162629757785,0.7432306255835668,0.2567693744164332,0.45866141732283466,0.9342723004694836,0.06572769953051644,796,275,56,233
F,0-20,1,0,M,60-80,0.8096662573947984,0.7741935483870968,0.22580645161290322,0.6920415224913494,0.3079584775086505,0.40268456375838924,0.9195402298850575,0.08045977011494253,400,178,35,120
F,0-20,1,0,M,80+,0.7058823529411764,1.0,0.0,0.7058823529411765,0.29411764705882354,0.16666666666666666,1.0,0.0,12,5,0,1
F,0-20,1,0,F,0-20,0.8775358733300347,0.8604651162790697,0.13953488372093023,0.7446808510638298,0.2553191489361702,0.6065573770491803,0.9210526315789473,0.07894736842105263,70,24,6,37
F,0-20,1,0,F,20-40,0.8809230871545904,0.8360655737704918,0.16393442622950818,0.7768762677484787,0.2231237322515213,0.4811320754716981,0.9503722084367245,0.04962779156327544,383,110,20,102
F,0-20,1,0,F,40-60,0.8737041738447124,0.7804878048780488,0.21951219512195122,0.7719950433705081,0.22800495662949194,0.41025641025641024,0.9453717754172989,0.054628224582701064,623,184,36,128
F,0-20,1,0,F,60-80,0.8161755934629609,0.8415841584158416,0.15841584158415842,0.672289156626506,0.327710843373494,0.38461538461538464,0.9457627118644067,0.05423728813559322,279,136,16,85
F,0-20,1,0,F,80+,0.8874458874458875,0.9090909090909091,0.09090909090909091,0.7619047619047619,0.23809523809523808,0.6666666666666666,0.9411764705882353,0.058823529411764705,16,5,1,10
F,0-20,1,0.05,,,0.8557714820885037,0.8470776621297038,0.15292233787029624,0.7145867478342308,0.2854132521657691,0.46464646464646464,0.9411039161270429,0.05889608387295714,3052,1219,191,1058
F,0-20,1,0.05,M,,0.8490555323455327,0.8502475247524752,0.14975247524752475,0.7095452683326505,0.2904547316673494,0.49212034383954156,0.9347004856988667,0.0652995143011333,1732,709,121,687
